generation,ID,score,rawScores,ownScore
0,190,35.5,"[22.000000,38.000000,43.000000,39.000000]",35.5
100,10149,37.5,"[25.000000,42.000000,45.000000,38.000000]",37.5
200,20118,36.5,"[33.000000,26.000000,53.000000,34.000000]",36.5
300,30114,35.5,"[33.000000,34.000000,36.000000,39.000000]",35.5
400,40188,36.75,"[40.000000,28.000000,33.000000,46.000000]",36.75
500,50152,37.5,"[33.000000,35.000000,39.000000,43.000000]",37.5
600,60112,35.75,"[44.000000,40.000000,32.000000,27.000000]",35.75
700,70195,37.25,"[20.000000,62.000000,36.000000,31.000000]",37.25
800,80187,37.75,"[38.000000,31.000000,46.000000,36.000000]",37.75
900,90128,37.75,"[40.000000,45.000000,39.000000,27.000000]",37.75
1000,100140,36.0,"[41.000000,36.000000,33.000000,34.000000]",36.0
1100,110195,37.25,"[51.000000,48.000000,27.000000,23.000000]",37.25
1200,120155,35.5,"[40.000000,26.000000,40.000000,36.000000]",35.5
1300,130131,36.5,"[36.000000,28.000000,39.000000,43.000000]",36.5
1400,140133,36.0,"[41.000000,35.000000,37.000000,31.000000]",36.0
1500,150182,37.0,"[25.000000,21.000000,63.000000,39.000000]",37.0
1600,160190,36.25,"[35.000000,28.000000,37.000000,45.000000]",36.25
1700,170153,35.75,"[55.000000,20.000000,27.000000,41.000000]",35.75
1800,180130,36.75,"[9.000000,51.000000,51.000000,36.000000]",36.75
1900,190141,36.0,"[14.000000,49.000000,47.000000,34.000000]",36.0
2000,200197,36.5,"[36.000000,42.000000,34.000000,34.000000]",36.5
2100,210112,37.25,"[37.000000,27.000000,41.000000,44.000000]",37.25
2200,220109,36.25,"[30.000000,54.000000,34.000000,27.000000]",36.25
2300,230102,35.25,"[39.000000,42.000000,33.000000,27.000000]",35.25
2400,240185,37.0,"[37.000000,29.000000,39.000000,43.000000]",37.0
2500,250148,37.5,"[15.000000,31.000000,60.000000,44.000000]",37.5
2600,260169,36.75,"[21.000000,32.000000,39.000000,55.000000]",36.75
2700,270184,37.25,"[29.000000,36.000000,26.000000,58.000000]",37.25
2800,280163,36.0,"[38.000000,49.000000,32.000000,25.000000]",36.0
2900,290192,36.5,"[41.000000,36.000000,37.000000,32.000000]",36.5
3000,300137,34.0,"[40.000000,16.000000,48.000000,32.000000]",34.0
3100,310163,35.75,"[37.000000,35.000000,43.000000,28.000000]",35.75
3200,320165,36.75,"[15.000000,60.000000,24.000000,48.000000]",36.75
3300,330151,37.0,"[31.000000,35.000000,44.000000,38.000000]",37.0
3400,340168,33.75,"[42.000000,32.000000,15.000000,46.000000]",33.75
3500,350181,36.25,"[25.000000,38.000000,41.000000,41.000000]",36.25
3600,360119,36.75,"[34.000000,32.000000,33.000000,48.000000]",36.75
3700,370174,37.75,"[40.000000,38.000000,55.000000,18.000000]",37.75
3800,380124,34.25,"[37.000000,30.000000,30.000000,40.000000]",34.25
3900,390190,36.25,"[26.000000,47.000000,39.000000,33.000000]",36.25
4000,400127,35.75,"[26.000000,34.000000,36.000000,47.000000]",35.75
4100,410115,36.25,"[39.000000,28.000000,43.000000,35.000000]",36.25
4200,420155,35.5,"[55.000000,29.000000,35.000000,23.000000]",35.5
4300,430154,36.5,"[48.000000,23.000000,40.000000,35.000000]",36.5
4400,440102,36.0,"[40.000000,28.000000,39.000000,37.000000]",36.0
4500,450167,36.75,"[37.000000,42.000000,38.000000,30.000000]",36.75
4600,460135,36.0,"[36.000000,33.000000,46.000000,29.000000]",36.0
4700,470182,37.0,"[51.000000,36.000000,28.000000,33.000000]",37.0
4800,470182,37.0,"[51.000000,36.000000,28.000000,33.000000]",37.0
