generation,ID,score,rawScores,ownScore
0,178,50.000000,"[8.000000,50.000000,28.000000,41.000000]",50.000000
100,10129,96.000000,"[0.000000,0.000000,96.000000,44.000000]",96.000000
200,20177,123.000000,"[123.000000,0.000000,0.000000,0.000000]",123.000000
300,30183,116.000000,"[0.000000,0.000000,0.000000,116.000000]",116.000000
400,40142,121.000000,"[0.000000,121.000000,0.000000,0.000000]",121.000000
500,50162,72.000000,"[72.000000,0.000000,67.000000,0.000000]",72.000000
600,60192,114.000000,"[0.000000,0.000000,114.000000,0.000000]",114.000000
700,70175,100.000000,"[0.000000,0.000000,100.000000,0.000000]",100.000000
800,80176,120.000000,"[0.000000,0.000000,0.000000,120.000000]",120.000000
900,90124,85.000000,"[0.000000,58.000000,0.000000,85.000000]",85.000000
1000,100161,119.000000,"[119.000000,0.000000,0.000000,0.000000]",119.000000
1100,110194,85.000000,"[85.000000,0.000000,0.000000,57.000000]",85.000000
1200,120139,64.000000,"[64.000000,0.000000,50.000000,36.000000]",64.000000
1300,130153,93.000000,"[0.000000,93.000000,0.000000,56.000000]",93.000000
1400,140172,83.000000,"[21.000000,83.000000,43.000000,0.000000]",83.000000
1500,150115,97.000000,"[97.000000,0.000000,49.000000,0.000000]",97.000000
1600,160139,82.000000,"[0.000000,62.000000,82.000000,0.000000]",82.000000
1700,170103,76.000000,"[76.000000,0.000000,68.000000,0.000000]",76.000000
1800,180181,116.000000,"[0.000000,0.000000,0.000000,116.000000]",116.000000
1900,190178,92.000000,"[47.000000,0.000000,92.000000,0.000000]",92.000000
2000,200183,78.000000,"[66.000000,78.000000,0.000000,0.000000]",78.000000
2100,210185,64.000000,"[64.000000,41.000000,24.000000,21.000000]",64.000000
2200,220182,142.000000,"[0.000000,0.000000,142.000000,0.000000]",142.000000
2300,230179,128.000000,"[128.000000,0.000000,0.000000,0.000000]",128.000000
2400,240191,62.000000,"[33.000000,0.000000,62.000000,45.000000]",62.000000
2500,250135,107.000000,"[107.000000,0.000000,0.000000,0.000000]",107.000000
2600,260140,118.000000,"[0.000000,0.000000,118.000000,0.000000]",118.000000
2700,270170,131.000000,"[131.000000,0.000000,0.000000,0.000000]",131.000000
2800,280184,76.000000,"[0.000000,67.000000,0.000000,76.000000]",76.000000
2900,290143,81.000000,"[0.000000,0.000000,81.000000,59.000000]",81.000000
3000,300139,87.000000,"[0.000000,87.000000,53.000000,0.000000]",87.000000
3100,310197,134.000000,"[0.000000,134.000000,0.000000,0.000000]",134.000000
3200,320177,73.000000,"[0.000000,40.000000,73.000000,33.000000]",73.000000
3300,330126,138.000000,"[138.000000,0.000000,0.000000,0.000000]",138.000000
3400,340120,117.000000,"[0.000000,117.000000,0.000000,0.000000]",117.000000
3500,350154,73.000000,"[73.000000,0.000000,18.000000,55.000000]",73.000000
3600,360131,91.000000,"[0.000000,32.000000,26.000000,91.000000]",91.000000
3700,370104,79.000000,"[0.000000,0.000000,79.000000,60.000000]",79.000000
3800,380106,50.000000,"[47.000000,50.000000,0.000000,45.000000]",50.000000
3900,390117,121.000000,"[121.000000,0.000000,0.000000,0.000000]",121.000000
4000,400113,71.000000,"[0.000000,0.000000,71.000000,66.000000]",71.000000
4100,410110,123.000000,"[123.000000,0.000000,0.000000,0.000000]",123.000000
4200,420142,129.000000,"[0.000000,129.000000,0.000000,0.000000]",129.000000
4300,430129,72.000000,"[39.000000,72.000000,0.000000,39.000000]",72.000000
4400,440188,116.000000,"[116.000000,0.000000,0.000000,0.000000]",116.000000
4500,450180,120.000000,"[0.000000,0.000000,0.000000,120.000000]",120.000000
4600,460149,66.000000,"[46.000000,66.000000,37.000000,0.000000]",66.000000
4700,470138,73.000000,"[73.000000,50.000000,0.000000,0.000000]",73.000000
