generation,ID,score,rawScores,ownScore
0,119,23.0,"[92.000000,0.000000,0.000000,0.000000]",92.0
100,10122,35.5,"[27.000000,62.000000,36.000000,17.000000]",62.0
200,20166,33.5,"[0.000000,58.000000,34.000000,42.000000]",58.0
300,30158,35.75,"[51.000000,51.000000,0.000000,41.000000]",51.0
400,40170,34.0,"[46.000000,53.000000,0.000000,37.000000]",53.0
500,50119,34.25,"[43.000000,14.000000,44.000000,36.000000]",43.0
600,60174,34.75,"[20.000000,44.000000,27.000000,48.000000]",44.0
700,70189,36.25,"[19.000000,32.000000,75.000000,19.000000]",75.0
800,80152,35.75,"[40.000000,66.000000,0.000000,37.000000]",37.0
900,90170,35.75,"[38.000000,40.000000,35.000000,30.000000]",40.0
1000,100171,35.25,"[63.000000,48.000000,30.000000,0.000000]",63.0
1100,110190,37.5,"[18.000000,24.000000,53.000000,55.000000]",24.0
1200,120136,29.25,"[0.000000,51.000000,27.000000,39.000000]",39.0
1300,130179,35.5,"[55.000000,26.000000,0.000000,61.000000]",55.0
1400,140110,36.25,"[39.000000,32.000000,36.000000,38.000000]",32.0
1500,150163,33.5,"[67.000000,0.000000,67.000000,0.000000]",67.0
1600,160102,36.25,"[29.000000,35.000000,26.000000,55.000000]",35.0
1700,170126,33.75,"[0.000000,50.000000,33.000000,52.000000]",50.0
1800,180121,35.75,"[0.000000,38.000000,59.000000,46.000000]",59.0
1900,190173,36.25,"[55.000000,41.000000,49.000000,0.000000]",49.0
2000,200194,37.0,"[45.000000,53.000000,50.000000,0.000000]",53.0
2100,210184,29.75,"[52.000000,0.000000,0.000000,67.000000]",67.0
2200,220127,37.25,"[48.000000,31.000000,28.000000,42.000000]",48.0
2300,230170,37.0,"[50.000000,50.000000,0.000000,48.000000]",50.0
2400,240114,23.25,"[11.000000,73.000000,0.000000,9.000000]",73.0
2500,250135,36.75,"[27.000000,45.000000,31.000000,44.000000]",27.0
2600,260163,36.5,"[45.000000,33.000000,37.000000,31.000000]",45.0
2700,270143,35.75,"[20.000000,44.000000,42.000000,37.000000]",20.0
2800,280193,31.25,"[0.000000,55.000000,70.000000,0.000000]",70.0
2900,290121,34.5,"[37.000000,0.000000,59.000000,42.000000]",59.0
3000,300186,35.5,"[41.000000,18.000000,49.000000,34.000000]",18.0
3100,310178,33.25,"[0.000000,39.000000,61.000000,33.000000]",39.0
3200,320115,35.25,"[37.000000,41.000000,34.000000,29.000000]",37.0
3300,330193,36.75,"[50.000000,41.000000,56.000000,0.000000]",56.0
3400,340149,33.0,"[0.000000,0.000000,65.000000,67.000000]",65.0
3500,350149,35.25,"[29.000000,45.000000,67.000000,0.000000]",67.0
3600,360147,33.75,"[65.000000,0.000000,0.000000,70.000000]",65.0
3700,370168,37.5,"[30.000000,29.000000,41.000000,50.000000]",50.0
3800,380156,35.5,"[0.000000,55.000000,28.000000,59.000000]",59.0
3900,390153,34.5,"[29.000000,0.000000,55.000000,54.000000]",55.0
4000,400117,36.75,"[33.000000,33.000000,47.000000,34.000000]",47.0
4100,410184,34.0,"[34.000000,37.000000,28.000000,37.000000]",37.0
4200,420156,36.25,"[31.000000,0.000000,42.000000,72.000000]",72.0
4300,430117,30.25,"[0.000000,73.000000,48.000000,0.000000]",48.0
4400,440155,33.5,"[31.000000,64.000000,39.000000,0.000000]",31.0
4500,450175,34.75,"[64.000000,20.000000,11.000000,44.000000]",64.0
4600,460168,34.5,"[41.000000,18.000000,33.000000,46.000000]",46.0
4700,470122,31.25,"[38.000000,87.000000,0.000000,0.000000]",87.0
4800,470122,31.25,"[38.000000,87.000000,0.000000,0.000000]",87.0
