generation,ID,score,rawScores,ownScore
0,161,22.5,"[0.000000,7.000000,76.000000,7.000000]",76.0
100,10122,35.25,"[28.000000,64.000000,27.000000,22.000000]",64.0
200,20104,33.25,"[53.000000,33.000000,0.000000,47.000000]",47.0
300,30114,29.75,"[70.000000,49.000000,0.000000,0.000000]",49.0
400,40107,36.75,"[41.000000,49.000000,19.000000,38.000000]",41.0
500,50187,36.5,"[42.000000,37.000000,46.000000,21.000000]",42.0
600,60118,34.75,"[55.000000,35.000000,0.000000,49.000000]",35.0
700,70155,29.5,"[57.000000,0.000000,61.000000,0.000000]",57.0
800,80127,30.75,"[84.000000,0.000000,39.000000,0.000000]",84.0
900,90180,35.75,"[29.000000,39.000000,32.000000,43.000000]",43.0
1000,100127,34.5,"[46.000000,0.000000,43.000000,49.000000]",46.0
1100,110193,30.25,"[23.000000,26.000000,52.000000,20.000000]",52.0
1200,120145,30.75,"[0.000000,56.000000,17.000000,50.000000]",17.0
1300,130117,35.5,"[38.000000,6.000000,35.000000,63.000000]",35.0
1400,140113,26.0,"[2.000000,3.000000,99.000000,0.000000]",99.0
1500,150116,37.0,"[40.000000,44.000000,39.000000,25.000000]",25.0
1600,160154,33.75,"[77.000000,55.000000,0.000000,3.000000]",55.0
1700,170161,36.0,"[49.000000,48.000000,47.000000,0.000000]",47.0
1800,180118,36.25,"[24.000000,31.000000,39.000000,51.000000]",31.0
1900,190162,36.75,"[35.000000,34.000000,39.000000,39.000000]",34.0
2000,200100,36.5,"[30.000000,39.000000,47.000000,30.000000]",30.0
2100,210107,34.0,"[51.000000,0.000000,35.000000,50.000000]",51.0
2200,220132,30.5,"[0.000000,32.000000,35.000000,55.000000]",55.0
2300,230125,32.75,"[46.000000,32.000000,33.000000,20.000000]",33.0
2400,240172,35.25,"[24.000000,44.000000,18.000000,55.000000]",55.0
2500,250141,35.75,"[40.000000,0.000000,36.000000,67.000000]",36.0
2600,260190,30.25,"[31.000000,42.000000,20.000000,28.000000]",42.0
2700,270157,36.75,"[46.000000,36.000000,36.000000,29.000000]",36.0
2800,280153,32.25,"[15.000000,21.000000,36.000000,57.000000]",36.0
2900,290116,32.75,"[19.000000,22.000000,47.000000,43.000000]",43.0
3000,300122,35.75,"[50.000000,29.000000,23.000000,41.000000]",29.0
3100,310180,34.5,"[24.000000,71.000000,14.000000,29.000000]",29.0
3200,320152,34.0,"[23.000000,32.000000,22.000000,59.000000]",59.0
3300,330145,35.75,"[40.000000,14.000000,42.000000,47.000000]",42.0
3400,340176,33.0,"[25.000000,31.000000,52.000000,24.000000]",24.0
3500,350131,36.5,"[36.000000,46.000000,25.000000,39.000000]",36.0
3600,360198,29.75,"[2.000000,64.000000,0.000000,53.000000]",64.0
3700,370126,34.75,"[65.000000,47.000000,27.000000,0.000000]",47.0
3800,380181,34.75,"[63.000000,0.000000,49.000000,27.000000]",49.0
3900,390198,35.0,"[43.000000,46.000000,0.000000,51.000000]",46.0
4000,400185,36.25,"[49.000000,58.000000,28.000000,10.000000]",28.0
4100,410100,31.5,"[49.000000,25.000000,0.000000,52.000000]",52.0
4200,420111,35.75,"[62.000000,40.000000,20.000000,21.000000]",62.0
4300,430196,33.75,"[0.000000,58.000000,40.000000,37.000000]",37.0
4400,440109,36.25,"[35.000000,33.000000,57.000000,20.000000]",57.0
4500,450143,33.75,"[70.000000,22.000000,29.000000,14.000000]",70.0
4600,460172,32.75,"[34.000000,36.000000,0.000000,61.000000]",61.0
4700,470111,37.5,"[48.000000,23.000000,38.000000,41.000000]",48.0
4800,470111,37.5,"[48.000000,23.000000,38.000000,41.000000]",48.0
